date,time_taken,dataset,frac_clients,num_clients,num_rounds,approach,epochs,sparsify_by,keep_first_last,learning_rate,regularisation,losses,accs,update_size (MB)
56:17.5,0 days 00:35:28.012686,femnist,0.25,12,30,topk,1,0.5,TRUE,0.1,0,"[(1, 3.7154107434409007), (2, 3.6332958070387753), (3, 3.628753796867702), (4, 3.6334982747616977), (5, 3.6391018947459157), (6, 3.6235678951192347), (7, 3.598828466782659), (8, 3.4928466103832174), (9, 3.083164642316214), (10, 2.5892787246230227), (11, 2.2140808964367977), (12, 1.6732225084897154), (13, 1.3886074079489856), (14, 1.1263712048530579), (15, 1.003903359730051), (16, 1.0629433460117126), (17, 0.8239065727091724), (18, 0.7950290884845745), (19, 0.7434980731351902), (20, 0.754002533436562), (21, 0.6924508417615239), (22, 0.6910173801809364), (23, 0.6647018316832388), (24, 0.6327236771861219), (25, 0.6423413491582278), (26, 0.6224860921039345), (27, 0.6156740223769075), (28, 0.5905053762499219), (29, 0.6038840457519389), (30, 0.5782224562782678)]","[(1, 6.3055665597066275), (2, 6.305566559706628), (3, 6.3055665597066275), (4, 6.305566559706627), (5, 6.3055665597066275), (6, 6.3055665597066275), (7, 6.3055665597066275), (8, 10.211359988011651), (9, 23.127113091591262), (10, 34.300507467544875), (11, 44.328003650093216), (12, 53.490051750728355), (13, 61.39035872117762), (14, 66.6139155629832), (15, 69.6119616908106), (16, 68.81737417921309), (17, 74.2845150116297), (18, 74.79735066156678), (19, 75.80841743059126), (20, 76.24712436233095), (21, 77.62937518026015), (22, 78.35871023780395), (23, 78.55141943588352), (24, 79.27431423035142), (25, 79.05250369231742), (26, 79.29418550837866), (27, 80.10412043623674), (28, 80.14780612889498), (29, 79.49102460336914), (30, 80.55243613456953)]",1.4
